Date,Start,Game,Visitor,Visitor Rest,Home,Home Rest
4/3/2018,10:30 PM,13,San Antonio Spurs,1 Day,Los Angeles Clippers,1 Day
4/4/2018,7:00 PM,1,Philadelphia 76ers,3 in 4 Days w/ B2B,Detroit Pistons,2 Days
4/4/2018,7:00 PM,2,Boston Celtics,Back to Back,Toronto Raptors,Back to Back
4/4/2018,7:00 PM,3,Dallas Mavericks,3 in 4 Days w/ B2B,Orlando Magic,3 in 4 Days w/ B2B
4/4/2018,7:30 PM,4,Miami Heat,Back to Back,Atlanta Hawks,3 in 4 Days w/ B2B
4/4/2018,9:30 PM,5,Memphis Grizzlies,2 Days,New Orleans Pelicans,2 Days
4/4/2018,10:30 PM,6,San Antonio Spurs,3 in 4 Days w/ B2B,Los Angeles Lakers,3 in 4 Days w/ B2B
4/5/2018,7:00 PM,1,Golden State Warriors,1 Day,Indiana Pacers,1 Day
4/5/2018,8:00 PM,2,Portland Trail Blazers,1 Day,Houston Rockets,1 Day
4/5/2018,8:00 PM,3,Brooklyn Nets,1 Day,Milwaukee Bucks,1 Day
4/5/2018,8:00 PM,4,Washington Wizards,1 Day,Cleveland Cavaliers,1 Day
4/5/2018,9:00 PM,5,Los Angeles Clippers,1 Day,Utah Jazz,1 Day
4/5/2018,10:30 PM,6,Minnesota Timberwolves,3-4 Days,Denver Nuggets,1 Day
4/6/2018,7:00 PM,1,Cleveland Cavaliers,3 in 4 Days w/ B2B,Philadelphia 76ers,"3 in 4 Days, no B2B"
4/6/2018,7:00 PM,2,Dallas Mavericks,"3 in 4 Days, no B2B",Detroit Pistons,1 Day
4/6/2018,7:00 PM,3,Charlotte Hornets,2 Days,Orlando Magic,"3 in 4 Days, no B2B"
4/6/2018,7:00 PM,4,Atlanta Hawks,"3 in 4 Days, no B2B",Washington Wizards,3 in 4 Days w/ B2B
4/6/2018,7:30 PM,5,Chicago Bulls,2 Days,Boston Celtics,"3 in 4 Days, no B2B"
4/6/2018,7:30 PM,6,Miami Heat,"3 in 4 Days, no B2B",New York Knicks,2 Days
4/6/2018,7:30 PM,7,Indiana Pacers,3 in 4 Days w/ B2B,Toronto Raptors,"3 in 4 Days, no B2B"
4/6/2018,8:00 PM,8,Sacramento Kings,2 Days,Memphis Grizzlies,1 Day
4/6/2018,10:00 PM,9,New Orleans Pelicans,1 Day,Phoenix Suns,2 Days
4/6/2018,10:30 PM,10,Minnesota Timberwolves,Back to Back,Los Angeles Lakers,"3 in 4 Days, no B2B"
4/7/2018,3:30 PM,1,Denver Nuggets,1 Day,Los Angeles Clippers,1 Day
4/7/2018,7:30 PM,2,Milwaukee Bucks,1 Day,New York Knicks,Back to Back
4/7/2018,8:00 PM,3,Brooklyn Nets,1 Day,Chicago Bulls,Back to Back
4/7/2018,8:30 PM,4,Oklahoma City Thunder,3-4 Days,Houston Rockets,1 Day
4/7/2018,8:30 PM,5,New Orleans Pelicans,3 in 4 Days w/ B2B,Golden State Warriors,1 Day
4/7/2018,9:00 PM,6,Portland Trail Blazers,1 Day,San Antonio Spurs,2 Days
4/8/2018,1:00 PM,1,Indiana Pacers,"3 in 4 Days, no B2B",Charlotte Hornets,1 Day
4/8/2018,1:00 PM,2,Dallas Mavericks,1 Day,Philadelphia 76ers,1 Day
4/8/2018,3:30 PM,3,Detroit Pistons,1 Day,Memphis Grizzlies,1 Day
4/8/2018,6:00 PM,4,Orlando Magic,1 Day,Toronto Raptors,1 Day
4/8/2018,6:00 PM,5,Utah Jazz,2 Days,Los Angeles Lakers,1 Day
4/8/2018,7:30 PM,6,Atlanta Hawks,1 Day,Boston Celtics,1 Day
4/8/2018,9:00 PM,7,Golden State Warriors,3 in 4 Days w/ B2B,Phoenix Suns,1 Day
4/9/2018,7:00 PM,1,Toronto Raptors,3 in 4 Days w/ B2B,Detroit Pistons,3 in 4 Days w/ B2B
4/9/2018,7:30 PM,2,Chicago Bulls,"3 in 4 Days, no B2B",Brooklyn Nets,1 Day
4/9/2018,7:30 PM,3,Oklahoma City Thunder,1 Day,Miami Heat,2 Days
4/9/2018,7:30 PM,4,Cleveland Cavaliers,2 Days,New York Knicks,"3 in 4 Days, no B2B"
4/9/2018,8:00 PM,5,Orlando Magic,3 in 4 Days w/ B2B,Milwaukee Bucks,1 Day
4/9/2018,8:00 PM,6,Memphis Grizzlies,3 in 4 Days w/ B2B,Minnesota Timberwolves,2 Days
4/9/2018,8:30 PM,7,Sacramento Kings,2 Days,San Antonio Spurs,1 Day
4/9/2018,9:00 PM,8,Portland Trail Blazers,1 Day,Denver Nuggets,1 Day
4/9/2018,10:30 PM,9,New Orleans Pelicans,"3 in 4 Days, no B2B",Los Angeles Clippers,1 Day
4/10/2018,7:00 PM,1,Charlotte Hornets,1 Day,Indiana Pacers,1 Day
4/10/2018,7:30 PM,2,Philadelphia 76ers,1 Day,Atlanta Hawks,1 Day
4/10/2018,8:00 PM,3,Boston Celtics,1 Day,Washington Wizards,3-4 Days
4/10/2018,8:30 PM,4,Phoenix Suns,1 Day,Dallas Mavericks,1 Day
4/10/2018,9:00 PM,5,Golden State Warriors,"3 in 4 Days, no B2B",Utah Jazz,1 Day
4/10/2018,10:30 PM,6,Houston Rockets,2 Days,Los Angeles Lakers,1 Day
4/11/2018,8:00 PM,1,New York Knicks,1 Day,Cleveland Cavaliers,1 Day
4/11/2018,8:00 PM,2,Memphis Grizzlies,"3 in 4 Days, no B2B",Oklahoma City Thunder,1 Day
4/11/2018,8:00 PM,3,Brooklyn Nets,1 Day,Boston Celtics,3 in 4 Days w/ B2B
4/11/2018,8:00 PM,4,Detroit Pistons,"3 in 4 Days, no B2B",Chicago Bulls,1 Day
4/11/2018,8:00 PM,5,Milwaukee Bucks,1 Day,Philadelphia 76ers,3 in 4 Days w/ B2B
4/11/2018,8:00 PM,6,Denver Nuggets,1 Day,Minnesota Timberwolves,1 Day
4/11/2018,8:00 PM,7,San Antonio Spurs,1 Day,New Orleans Pelicans,1 Day
4/11/2018,8:00 PM,8,Toronto Raptors,"3 in 4 Days, no B2B",Miami Heat,1 Day
4/11/2018,8:00 PM,9,Washington Wizards,Back to Back,Orlando Magic,"3 in 4 Days, no B2B"
4/11/2018,10:30 PM,10,Houston Rockets,Back to Back,Sacramento Kings,1 Day
4/11/2018,10:30 PM,11,Utah Jazz,3 in 4 Days w/ B2B,Portland Trail Blazers,1 Day
4/11/2018,10:30 PM,12,Los Angeles Lakers,3 in 4 Days w/ B2B,Los Angeles Clippers,1 Day
,,,,,,
,,,,,,
